,local_date,hours,jobcode_1,jobcode_2,activities,billable,class,service item,has_flags,flag_types,emp_name,salary
1109,2019-09-29,2.0,NORESCO,19108 SCE 2019 ECA Resources Update (deleted),S#1901: NORESCO Other SME Tasks: General (Add Notes),Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1110,2019-09-29,2.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1111,2019-09-30,0.92,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1112,2019-09-30,1.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31813: Compliance Software: Support and maintenance of workarounds and other software specific projects,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1113,2019-09-30,0.92,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1114,2019-09-30,2.75,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1115,2019-09-30,0.17,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
1116,2019-09-30,1.08,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S21801: MF Code Readiness - 2050,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
1117,2019-09-30,0.75,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1118,2019-09-30,0.75,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31811: SDG&E NR HVAC Schematic,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1119,2019-10-01,1.25,NORESCO,19108 SCE 2019 ECA Resources Update (deleted),S#1901: NORESCO Other SME Tasks: General (Add Notes),Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1120,2019-10-01,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1121,2019-10-01,1.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1122,2019-10-01,2.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1123,2019-10-01,0.0,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
1124,2019-10-01,2.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1125,2019-10-02,1.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1126,2019-10-02,2.92,NORESCO,19108 SCE 2019 ECA Resources Update (deleted),S#1901: NORESCO Other SME Tasks: General (Add Notes),Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1127,2019-10-02,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1128,2019-10-02,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1129,2019-10-02,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1130,2019-10-02,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1131,2019-10-03,2.58,NORESCO,19107 2022 Case,S11901: 2022 Stakeholder Meetings,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1132,2019-10-03,4.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1133,2019-10-03,1.0,Gold Coast Design Inc.,19267 Oakland Cultivation Facility,Peer Review/Education,Yes,Nonresidential,LEED Hourly Services,,,EMP_6,1
1134,2019-10-03,2.5,@ Gabel Energy,,Gabel: Email,No,Nonresidential,Overhead,,,EMP_6,1
1135,2019-10-03,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1136,2019-10-04,0.67,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1137,2019-10-04,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1138,2019-10-04,2.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1139,2019-10-04,0.83,Lunch Break,,,,,,,,EMP_6,1
1140,2019-10-04,1.67,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1141,2019-10-04,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1142,2019-10-04,0.75,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1143,2019-10-07,1.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1144,2019-10-07,1.0,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1145,2019-10-07,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1146,2019-10-07,5.0,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
1147,2019-10-07,3.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1148,2019-10-07,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1149,2019-10-08,1.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1150,2019-10-08,0.58,NORESCO,19108 SCE 2019 ECA Resources Update (deleted),S#1901: NORESCO Other SME Tasks: General (Add Notes),Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1151,2019-10-08,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1152,2019-10-08,3.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1153,2019-10-08,1.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31801: Other SME Task 3: General,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1154,2019-10-08,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1155,2019-10-08,0.42,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S31801: Other Support,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
1156,2019-10-08,2.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1157,2019-10-09,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1158,2019-10-09,3.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1159,2019-10-09,0.58,Lunch Break,,,,,,,,EMP_6,1
1160,2019-10-09,4.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1161,2019-10-09,0.5,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1162,2019-10-09,1.75,"Mark J. Woodburn, Architect","19271 Best Express Foods, Inc.",Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1163,2019-10-10,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1164,2019-10-10,1.83,SCE,19003 Codes and Standards,T#1802: General/Admin Support (not SME tasks),Yes,Utilities:Other Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1165,2019-10-10,0.83,Lunch Break,,,,,,,,EMP_6,1
1166,2019-10-10,1.83,"Mark J. Woodburn, Architect","19271 Best Express Foods, Inc.",Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1167,2019-10-10,0.83,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
1168,2019-10-10,1.75,"Mark J. Woodburn, Architect","19271 Best Express Foods, Inc.",Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1169,2019-10-10,0.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1170,2019-10-11,2.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1171,2019-10-11,1.5,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
1172,2019-10-11,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1173,2019-10-11,1.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1174,2019-10-11,1.0,@ Gabel Energy,,Gabel: Team Building,No,Overhead,Overhead,,,EMP_6,1
1175,2019-10-14,1.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1176,2019-10-14,1.33,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1177,2019-10-14,1.08,Lunch Break,,,,,,,,EMP_6,1
1178,2019-10-14,1.75,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1179,2019-10-14,1.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1180,2019-10-14,0.92,Mechanical Design Studio,19282 Livermore RO,Energy Model/Takeoffs,Yes,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1181,2019-10-14,1.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1182,2019-10-15,1.0,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1183,2019-10-15,1.25,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
1184,2019-10-15,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1185,2019-10-15,0.75,Mechanical Design Studio,19281 Camp Roberts,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1186,2019-10-15,1.33,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
1187,2019-10-15,0.33,Amit Wadhwa & Associates,19289 Mills Building NYSE Demo,Energy Model/Takeoffs,Yes,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1188,2019-10-15,0.17,Amit Wadhwa & Associates,19274 Del Monte Foods Renovation,Energy Model/Takeoffs,Yes,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1189,2019-10-15,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1190,2019-10-15,0.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1191,2019-10-15,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1192,2019-10-16,1.33,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1193,2019-10-16,1.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1194,2019-10-16,0.25,Mechanical Design Studio,19281 Camp Roberts,Energy Model/Takeoffs,Yes,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1195,2019-10-16,3.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1196,2019-10-16,1.25,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
1197,2019-10-16,3.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1198,2019-10-17,3.67,NORESCO,19107 2022 Case,S11901: 2022 Stakeholder Meetings,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1199,2019-10-17,3.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1200,2019-10-17,1.0,Lunch Break,,,,,,,,EMP_6,1
1201,2019-10-18,0.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1202,2019-10-18,2.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1203,2019-10-18,2.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1204,2019-10-18,0.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1205,2019-10-18,1.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1206,2019-10-18,1.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1207,2019-10-21,0.25,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1208,2019-10-21,2.08,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
1209,2019-10-21,0.67,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1210,2019-10-21,3.75,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1211,2019-10-21,0.67,@ Gabel Energy,,Gabel: Special Projects,No,Nonresidential,Overhead,,,EMP_6,1
1212,2019-10-21,1.17,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1213,2019-10-22,6.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1214,2019-10-22,1.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
1215,2019-10-23,8.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21805: NR Lighting 2016,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1216,2019-10-24,8.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21805: NR Lighting 2016,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
1217,2019-10-25,6.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1218,2019-10-26,1.0,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1219,2019-10-26,2.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
1220,2019-10-28,4.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1221,2019-10-28,0.5,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S21801: MF Code Readiness - 2050,Yes,Utilities,Sub - 2050,,,EMP_6,1
1222,2019-10-28,0.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1223,2019-10-28,0.33,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1224,2019-10-28,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1225,2019-10-28,4.67,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1226,2019-10-29,0.92,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1227,2019-10-29,3.58,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1228,2019-10-29,3.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1229,2019-10-29,1.17,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1230,2019-10-29,1.25,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31810: SDG&E NR Lighting Audit,Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1231,2019-10-30,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1232,2019-10-30,1.42,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1233,2019-10-30,0.58,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Gabel: Peer Review,Yes,Nonresidential,Extra Services,,,EMP_6,1
1234,2019-10-30,4.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1235,2019-10-30,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1236,2019-10-30,1.5,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1237,2019-10-31,0.83,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1238,2019-10-31,0.92,Greystar,19204 Menlo Uptown [BDE],Meeting,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1239,2019-10-31,3.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1240,2019-10-31,1.5,NORESCO,19107 2022 Case,T41803: 2022 Code Development,Yes,Utilities,Sub-NORESCO,,,EMP_6,1
1241,2019-10-31,0.25,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1242,2019-10-31,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1243,2019-10-31,1.25,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1244,2019-11-01,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1245,2019-11-01,1.0,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities,Meetings,,,EMP_6,1
1246,2019-11-01,1.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1247,2019-11-01,3.5,NORESCO,19107 2022 Case,T41803: 2022 Code Development,Yes,Utilities,Sub-NORESCO,,,EMP_6,1
1248,2019-11-01,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1249,2019-11-01,0.25,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1250,2019-11-02,0.83,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
1251,2019-11-02,1.17,ALLIANCE RESIDENTIAL COMPANY,17351-GR SJ Care Facility (Holden),Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,,,EMP_6,1
1252,2019-11-02,1.5,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
1253,2019-11-03,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1254,2019-11-04,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1255,2019-11-04,2.0,BDE Architecture Inc.,17404 YBI San Francisco,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1256,2019-11-04,2.08,@ Gabel Energy,,Gabel: Peer Review,No,Residential,Overhead,,,EMP_6,1
1257,2019-11-04,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
1258,2019-11-04,1.25,BDE Architecture Inc.,17404 YBI San Francisco,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
1259,2019-11-04,1.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1260,2019-11-05,2.42,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1261,2019-11-05,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1262,2019-11-05,1.75,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
1263,2019-11-05,1.42,@ Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,,,EMP_6,1
1264,2019-11-05,2.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1265,2019-11-05,0.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1266,2019-11-06,3.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11801: Decoding: General (add notes):,Yes,Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1267,2019-11-06,1.5,@ Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,,,EMP_6,1
1268,2019-11-06,2.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1269,2019-11-06,2.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities,Task 2 - Standards Essential Courses,,,EMP_6,1
1270,2019-11-07,3.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1271,2019-11-07,1.08,Lunch Break,,,,,,,,EMP_6,1
1272,2019-11-07,3.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11903: Decoding Healthcare,Yes,Utilities,Task 1 - Decoding Talks,,,EMP_6,1
1273,2019-11-07,0.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
1274,2019-11-07,4.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31801: Other SME Task 3: General,Yes,Utilities,Task 3 - Compliance Improvement,,,EMP_6,1
